2025-05-01 11:30:42, 10.0.0.10, 192.168.1.11, 443, TCP
2025-05-01 11:35:22, 10.0.0.146, 192.168.1.10, 135, TCP
2025-05-01 11:35:42, 10.0.0.146, 192.168.1.12, 445, UDP
2025-05-01 11:36:02, 10.0.0.146, 192.168.1.11, 139, TCP
2025-05-01 11:36:22, 10.0.0.146, 192.168.1.11, 512, TCP
2025-05-01 11:36:42, 10.0.0.146, 192.168.1.10, 139, UDP
2025-05-01 11:37:02, 10.0.0.146, 192.168.1.11, 139, TCP
2025-05-01 11:37:22, 10.0.0.146, 192.168.1.10, 21, UDP
2025-05-01 11:37:42, 10.0.0.146, 192.168.1.10, 135, TCP
2025-05-01 11:38:02, 10.0.0.146, 192.168.1.12, 135, UDP
2025-05-01 11:38:22, 10.0.0.146, 192.168.1.10, 135, TCP
2025-05-01 11:38:42, 10.0.0.146, 192.168.1.12, 25, UDP
2025-05-01 11:39:02, 10.0.0.146, 192.168.1.12, 512, TCP
2025-05-01 11:39:22, 10.0.0.146, 192.168.1.11, 21, TCP
2025-05-01 11:39:42, 10.0.0.146, 192.168.1.10, 110, UDP
2025-05-01 11:40:02, 10.0.0.146, 192.168.1.12, 135, TCP
2025-05-01 11:40:22, 10.0.0.146, 192.168.1.11, 445, UDP
2025-05-01 11:40:42, 10.0.0.146, 192.168.1.10, 445, UDP
2025-05-01 11:41:02, 10.0.0.146, 192.168.1.10, 23, TCP
2025-05-01 11:41:22, 10.0.0.146, 192.168.1.11, 25, UDP
2025-05-01 11:41:42, 10.0.0.146, 192.168.1.12, 135, TCP
2025-05-01 11:42:02, 10.0.0.146, 192.168.1.10, 135, UDP
2025-05-01 11:42:22, 10.0.0.146, 192.168.1.12, 23, TCP
2025-05-01 11:30:42, 10.0.0.196, 192.168.1.12, 80, UDP
2025-05-01 11:30:54, 10.0.0.87, 192.168.1.10, 80, TCP
2025-05-01 11:31:06, 10.0.0.105, 192.168.1.11, 80, TCP
2025-05-01 11:31:18, 10.0.0.148, 192.168.1.10, 443, TCP
2025-05-01 11:31:30, 10.0.0.53, 192.168.1.11, 22, UDP
2025-05-01 11:31:42, 10.0.0.16, 192.168.1.11, 22, TCP
2025-05-01 11:31:54, 10.0.0.188, 192.168.1.10, 80, TCP
2025-05-01 11:32:06, 10.0.0.146, 192.168.1.10, 22, UDP
2025-05-01 11:32:18, 10.0.0.48, 192.168.1.12, 443, UDP
2025-05-01 11:32:30, 10.0.0.103, 192.168.1.11, 443, UDP
2025-05-01 11:32:42, 10.0.0.5, 192.168.1.12, 22, UDP
2025-05-01 11:32:54, 10.0.0.161, 192.168.1.12, 443, UDP
2025-05-01 11:33:06, 10.0.0.91, 192.168.1.11, 443, UDP
2025-05-01 11:33:18, 10.0.0.79, 192.168.1.11, 443, UDP
2025-05-01 11:33:30, 10.0.0.22, 192.168.1.12, 80, UDP
2025-05-01 11:33:42, 10.0.0.109, 192.168.1.10, 80, TCP
2025-05-01 11:33:54, 10.0.0.71, 192.168.1.10, 22, UDP
2025-05-01 11:34:06, 10.0.0.191, 192.168.1.11, 443, TCP
2025-05-01 11:34:18, 10.0.0.83, 192.168.1.11, 80, TCP
2025-05-01 11:34:30, 10.0.0.158, 192.168.1.12, 22, UDP
2025-05-01 11:34:42, 10.0.0.152, 192.168.1.11, 22, UDP
2025-05-01 11:34:54, 10.0.0.177, 192.168.1.10, 80, UDP
2025-05-01 11:35:06, 10.0.0.192, 192.168.1.11, 80, TCP
2025-05-01 11:35:18, 10.0.0.95, 192.168.1.12, 80, TCP
2025-05-01 11:35:30, 10.0.0.247, 192.168.1.11, 443, UDP
2025-05-01 11:35:42, 10.0.0.224, 192.168.1.12, 80, UDP
2025-05-01 11:35:54, 10.0.0.210, 192.168.1.11, 80, TCP
2025-05-01 11:36:06, 10.0.0.12, 192.168.1.12, 443, UDP
2025-05-01 11:36:18, 10.0.0.179, 192.168.1.12, 80, TCP
2025-05-01 11:36:30, 10.0.0.178, 192.168.1.10, 443, TCP
2025-05-01 11:36:42, 10.0.0.185, 192.168.1.10, 443, TCP
2025-05-01 11:36:54, 10.0.0.64, 192.168.1.11, 22, UDP
2025-05-01 11:37:06, 10.0.0.27, 192.168.1.10, 80, UDP
2025-05-01 11:37:18, 10.0.0.47, 192.168.1.12, 443, UDP
2025-05-01 11:37:30, 10.0.0.133, 192.168.1.12, 443, UDP
2025-05-01 11:37:42, 10.0.0.252, 192.168.1.11, 443, UDP
2025-05-01 11:37:54, 10.0.0.26, 192.168.1.11, 22, UDP
2025-05-01 11:38:06, 10.0.0.73, 192.168.1.11, 443, UDP
2025-05-01 11:38:18, 10.0.0.22, 192.168.1.11, 443, UDP
2025-05-01 11:38:30, 10.0.0.10, 192.168.1.12, 22, UDP
2025-05-01 11:38:42, 10.0.0.139, 192.168.1.11, 443, UDP
2025-05-01 11:38:54, 10.0.0.244, 192.168.1.10, 22, TCP
2025-05-01 11:39:06, 10.0.0.102, 192.168.1.10, 22, UDP
2025-05-01 11:39:18, 10.0.0.193, 192.168.1.12, 22, UDP
2025-05-01 11:39:30, 10.0.0.213, 192.168.1.10, 443, TCP
2025-05-01 11:39:42, 10.0.0.210, 192.168.1.12, 22, UDP
2025-05-01 11:39:54, 10.0.0.232, 192.168.1.12, 80, UDP
2025-05-01 11:40:06, 10.0.0.99, 192.168.1.10, 80, UDP
2025-05-01 11:40:18, 10.0.0.192, 192.168.1.10, 22, TCP
2025-05-01 11:40:30, 10.0.0.230, 192.168.1.11, 80, UDP
2025-05-01 11:40:42, 10.0.0.96, 192.168.1.12, 443, UDP
2025-05-01 11:40:54, 10.0.0.52, 192.168.1.11, 443, UDP
2025-05-01 11:41:06, 10.0.0.203, 192.168.1.12, 80, TCP
2025-05-01 11:41:18, 10.0.0.100, 192.168.1.11, 80, UDP
2025-05-01 11:41:30, 10.0.0.71, 192.168.1.10, 443, TCP
2025-05-01 11:41:42, 10.0.0.62, 192.168.1.10, 22, UDP
2025-05-01 11:41:54, 10.0.0.238, 192.168.1.10, 22, UDP
2025-05-01 11:42:06, 10.0.0.114, 192.168.1.12, 80, UDP
2025-05-01 11:42:18, 10.0.0.124, 192.168.1.10, 80, UDP
2025-05-01 11:42:30, 10.0.0.40, 192.168.1.12, 80, UDP
